respondent_id,aura_interest_label,art_experience_level,art_forms_interest,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising
AURA_0522,Interested,Regular_Hobbyist,Acrylic|Fluid_Pour|Resin,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
AURA_0523,Interested,Regular_Hobbyist,Acrylic|Digital_Art|Pottery|Watercolour,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
AURA_0524,Maybe,Complete_Beginner,Digital_Art|Watercolour,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
AURA_0525,Interested,Regular_Hobbyist,Pottery|Resin,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
AURA_0526,Interested,Curious_Beginner,Acrylic|Resin|Sketching,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
AURA_0527,Interested,Advanced,Acrylic|Calligraphy|Fluid_Pour|Mandala|Resin,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
AURA_0528,Not_Interested,Curious_Beginner,Fluid_Pour|Mandala|Watercolour,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
AURA_0529,Not_Interested,Casual_Hobbyist,Calligraphy|Mandala,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
AURA_0530,Interested,Advanced,Fluid_Pour|Sketching|Watercolour,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
AURA_0531,Not_Interested,Curious_Beginner,Resin,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
AURA_0532,Interested,Curious_Beginner,Mandala|Watercolour,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
AURA_0533,Interested,Casual_Hobbyist,Digital_Art|Indian_Classical|Mandala|Pottery|Sketching,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
AURA_0534,Interested,Casual_Hobbyist,Watercolour,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
AURA_0535,Interested,Regular_Hobbyist,Acrylic,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
AURA_0536,Interested,Casual_Hobbyist,Mandala|Resin,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
AURA_0537,Interested,Curious_Beginner,Fluid_Pour,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
AURA_0538,Interested,Casual_Hobbyist,Calligraphy|Watercolour,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
AURA_0539,Not_Interested,Curious_Beginner,Sketching|Watercolour,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AURA_0540,Maybe,Complete_Beginner,Acrylic|Fluid_Pour|Indian_Classical|Mandala|Watercolour,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
AURA_0541,Interested,Casual_Hobbyist,Mandala|Sketching,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
AURA_0542,Interested,Complete_Beginner,Watercolour,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
AURA_0543,Not_Interested,Complete_Beginner,Acrylic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
AURA_0544,Interested,Complete_Beginner,Calligraphy|Fluid_Pour|Indian_Classical,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
AURA_0545,Interested,Casual_Hobbyist,Acrylic|Fluid_Pour|Mandala|Watercolour,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
AURA_0546,Interested,Curious_Beginner,Acrylic|Digital_Art|Fluid_Pour|Mandala|Sketching,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
AURA_0547,Not_Interested,Curious_Beginner,Calligraphy|Mandala|Resin|Sketching|Watercolour,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
AURA_0548,Not_Interested,Curious_Beginner,Calligraphy|Indian_Classical|Mandala|Watercolour,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
AURA_0549,Interested,Curious_Beginner,Indian_Classical,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
AURA_0550,Not_Interested,Curious_Beginner,Sketching,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
AURA_0551,Maybe,Complete_Beginner,Acrylic|Calligraphy|Digital_Art|Pottery|Sketching,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
AURA_0552,Interested,Casual_Hobbyist,Indian_Classical|Mandala|Resin|Sketching,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
AURA_0553,Not_Interested,Complete_Beginner,Acrylic|Mandala,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
AURA_0554,Interested,Casual_Hobbyist,Acrylic|Digital_Art|Indian_Classical|Resin,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
AURA_0555,Maybe,Casual_Hobbyist,Calligraphy|Fluid_Pour|Resin|Watercolour,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
AURA_0556,Maybe,Curious_Beginner,Digital_Art|Indian_Classical|Mandala|Resin|Watercolour,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
AURA_0557,Interested,Complete_Beginner,Pottery|Watercolour,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
AURA_0558,Interested,Casual_Hobbyist,Acrylic|Sketching|Watercolour,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1
AURA_0559,Interested,Advanced,Acrylic|Indian_Classical,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0
AURA_0560,Interested,Regular_Hobbyist,Acrylic,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
AURA_0561,Interested,Curious_Beginner,Fluid_Pour|Indian_Classical|Mandala|Resin,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
AURA_0562,Interested,Regular_Hobbyist,Acrylic|Resin|Sketching|Watercolour,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
AURA_0563,Not_Interested,Curious_Beginner,Acrylic|Fluid_Pour|Mandala|Resin|Watercolour,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
AURA_0564,Not_Interested,Complete_Beginner,Acrylic|Mandala|Pottery|Watercolour,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
AURA_0565,Interested,Complete_Beginner,Calligraphy|Digital_Art|Fluid_Pour|Mandala,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
AURA_0566,Interested,Curious_Beginner,Fluid_Pour|Indian_Classical|Resin,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
AURA_0567,Interested,Casual_Hobbyist,Calligraphy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AURA_0568,Interested,Curious_Beginner,Fluid_Pour,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
AURA_0569,Interested,Casual_Hobbyist,Fluid_Pour|Indian_Classical|Mandala|Watercolour,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
AURA_0570,Not_Interested,Curious_Beginner,Fluid_Pour|Mandala|Resin|Sketching,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
AURA_0571,Not_Interested,Curious_Beginner,Indian_Classical|Mandala|Sketching|Watercolour,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AURA_0572,Interested,Regular_Hobbyist,Fluid_Pour|Sketching,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AURA_0573,Interested,Casual_Hobbyist,Calligraphy|Digital_Art|Fluid_Pour|Indian_Classical,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
AURA_0574,Interested,Advanced,Fluid_Pour|Indian_Classical|Mandala|Resin|Watercolour,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
AURA_0575,Maybe,Complete_Beginner,Acrylic|Digital_Art|Sketching,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
AURA_0576,Interested,Casual_Hobbyist,Calligraphy|Indian_Classical|Sketching,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
AURA_0577,Interested,Regular_Hobbyist,Indian_Classical|Sketching,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
AURA_0578,Interested,Regular_Hobbyist,Digital_Art,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0
AURA_0579,Not_Interested,Curious_Beginner,Acrylic|Indian_Classical|Mandala|Resin,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
AURA_0580,Interested,Casual_Hobbyist,Acrylic|Mandala|Resin,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
AURA_0581,Interested,Advanced,Fluid_Pour|Sketching,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AURA_0582,Interested,Advanced,Sketching,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
AURA_0583,Interested,Advanced,Digital_Art,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
AURA_0584,Interested,Regular_Hobbyist,Calligraphy|Indian_Classical|Mandala|Pottery|Resin,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
AURA_0585,Interested,Complete_Beginner,Acrylic|Digital_Art|Indian_Classical|Resin|Sketching,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AURA_0586,Interested,Regular_Hobbyist,Calligraphy|Digital_Art|Fluid_Pour|Sketching,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
AURA_0587,Interested,Regular_Hobbyist,Calligraphy|Digital_Art|Mandala,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AURA_0588,Interested,Casual_Hobbyist,Indian_Classical|Mandala|Pottery|Watercolour,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
AURA_0589,Not_Interested,Complete_Beginner,Acrylic|Indian_Classical|Sketching,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0
AURA_0590,Interested,Curious_Beginner,Indian_Classical|Mandala|Sketching|Watercolour,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
AURA_0591,Interested,Curious_Beginner,Indian_Classical,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
AURA_0592,Interested,Curious_Beginner,Sketching,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
AURA_0593,Interested,Casual_Hobbyist,Acrylic|Calligraphy|Indian_Classical|Mandala|Watercolour,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
AURA_0594,Interested,Advanced,Acrylic,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
AURA_0595,Interested,Regular_Hobbyist,Acrylic|Resin,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
AURA_0596,Interested,Curious_Beginner,Indian_Classical,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
AURA_0597,Maybe,Casual_Hobbyist,Acrylic|Indian_Classical|Mandala|Pottery|Watercolour,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
AURA_0598,Interested,Advanced,Watercolour,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
AURA_0599,Interested,Advanced,Fluid_Pour|Indian_Classical|Mandala|Pottery|Sketching,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
AURA_0600,Interested,Casual_Hobbyist,Sketching,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
AURA_0601,Maybe,Casual_Hobbyist,Resin|Watercolour,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
AURA_0602,Interested,Casual_Hobbyist,Fluid_Pour|Indian_Classical|Mandala|Watercolour,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AURA_0603,Interested,Regular_Hobbyist,Fluid_Pour,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AURA_0604,Interested,Curious_Beginner,Acrylic|Indian_Classical,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
AURA_0605,Interested,Curious_Beginner,Acrylic|Indian_Classical|Resin|Sketching,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AURA_0606,Interested,Curious_Beginner,Digital_Art|Watercolour,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
AURA_0607,Interested,Regular_Hobbyist,Acrylic|Indian_Classical,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
AURA_0608,Interested,Regular_Hobbyist,Calligraphy|Digital_Art|Fluid_Pour|Mandala|Watercolour,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
AURA_0609,Maybe,Casual_Hobbyist,Indian_Classical|Resin,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
AURA_0610,Maybe,Complete_Beginner,Acrylic|Mandala,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
AURA_0611,Interested,Curious_Beginner,Fluid_Pour,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
AURA_0612,Interested,Advanced,Resin,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
AURA_0613,Interested,Complete_Beginner,Calligraphy|Digital_Art|Indian_Classical|Sketching|Watercolour,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AURA_0614,Interested,Casual_Hobbyist,Acrylic|Calligraphy|Fluid_Pour|Indian_Classical|Watercolour,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
AURA_0615,Interested,Curious_Beginner,Acrylic|Digital_Art|Mandala|Pottery|Sketching,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
AURA_0616,Interested,Advanced,Calligraphy|Mandala|Pottery,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AURA_0617,Not_Interested,Casual_Hobbyist,Acrylic,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
AURA_0618,Not_Interested,Casual_Hobbyist,Acrylic|Calligraphy|Indian_Classical|Mandala|Resin,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
AURA_0619,Not_Interested,Complete_Beginner,Calligraphy|Fluid_Pour|Mandala|Sketching|Watercolour,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
AURA_0620,Interested,Casual_Hobbyist,Indian_Classical|Resin|Watercolour,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
AURA_0621,Interested,Curious_Beginner,Digital_Art|Watercolour,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
AURA_0622,Interested,Casual_Hobbyist,Fluid_Pour|Indian_Classical|Mandala|Watercolour,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
AURA_0623,Interested,Casual_Hobbyist,Resin,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
AURA_0624,Interested,Casual_Hobbyist,Mandala,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
AURA_0625,Interested,Regular_Hobbyist,Digital_Art|Resin,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
AURA_0626,Not_Interested,Curious_Beginner,Indian_Classical|Mandala|Watercolour,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
AURA_0627,Interested,Curious_Beginner,Acrylic|Mandala|Sketching|Watercolour,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
AURA_0628,Interested,Regular_Hobbyist,Acrylic|Indian_Classical|Mandala|Sketching|Watercolour,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AURA_0629,Not_Interested,Casual_Hobbyist,Calligraphy|Digital_Art|Mandala|Sketching,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0
AURA_0630,Not_Interested,Curious_Beginner,Acrylic|Resin,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1
AURA_0631,Interested,Complete_Beginner,Acrylic|Indian_Classical,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
AURA_0632,Not_Interested,Casual_Hobbyist,Pottery|Resin|Watercolour,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
AURA_0633,Not_Interested,Complete_Beginner,Resin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
AURA_0634,Not_Interested,Advanced,Fluid_Pour|Indian_Classical|Mandala|Sketching|Watercolour,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
AURA_0635,Interested,Casual_Hobbyist,Calligraphy|Fluid_Pour|Indian_Classical|Resin|Watercolour,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AURA_0636,Interested,Regular_Hobbyist,Mandala,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
AURA_0637,Interested,Advanced,Mandala|Resin|Watercolour,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
AURA_0638,Interested,Casual_Hobbyist,Digital_Art|Indian_Classical|Resin,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
AURA_0639,Interested,Curious_Beginner,Acrylic|Sketching|Watercolour,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
