respondent_id,age_group,gender,city,city_tier,occupation,income_bracket,income_numeric_approx,preferred_language,monthly_leisure_spend,subscription_count,online_exp_purchase_freq,social_platforms,weekend_activities,decision_autonomy,art_experience_level,creative_self_identity,creativity_mindset,social_orientation,reward_preference,social_sharing_propensity,participation_barrier,creative_motivation,art_forms_interest,experiences_tried,product_interest,preferred_visit_time,instagram_influence_score,companion_type,gifting_frequency,travel_tolerance,preferred_pod_location,session_wtp,session_wtp_numeric,monthly_art_spend,discount_preference,price_sensitivity_score,tech_comfort_score,acquisition_source,competitive_substitute,visit_frequency_intent,recommend_likelihood,aura_interest_label,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising
AURA_0232,25_34,Male,Hyderabad,Tier1,Creative_Pro,50k_1L,75000,Telugu,3300,6_plus,Weekly,Pinterest,Dining_Out|Movies_OTT,Consult_Partner,Regular_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Definitely_Post,Too_Expensive,Professional_Growth,Digital_Art,VR_Experience,App_Sub|Heritage_Kit|Mandala_Kit|Session_Kit,Evening|Morning,4,Family_Kids,Rarely,30min,Standalone_Studio,200_400,483,1250,Bundle_Pack,3,3,WhatsApp,Multiplex,Once_month,4,Interested,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
AURA_0233,25_34,Female,Delhi_NCR,Tier1,Salaried_NonIT,1L_2L,150000,English,6600,6_plus,Occasionally,Reels_Shorts|YouTube,Art_Craft|Dining_Out|Gaming|Movies_OTT|Socialising,Peer_Influenced,Complete_Beginner,Want_To_Be,Unsure,Ambivert,Instant,Close_Circle,Too_Expensive,Stress_Relief,Acrylic|Calligraphy|Mandala|Watercolour,Pottery_Studio|VR_Experience,Session_Kit,Afternoon,3,Colleagues,Occasionally,60min,Office_Campus,700_1200,825,0,Bundle_Pack,4,3,Instagram,Mall_Walk,Once_month,6,Maybe,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
AURA_0234,25_34,Female,Surat,Tier2,Salaried_IT,1L_2L,150000,English,22904,6_plus,Occasionally,Instagram|Pinterest|YouTube,Art_Craft|Music,Mention_After,Curious_Beginner,Want_To_Be,Unsure,Extrovert,Both,Probably_Post,No_Barrier,Social_Fun,Acrylic|Fluid_Pour|Pottery,Music_Dance,Fluid_Kit|Gift_Bundle|Mandala_Kit,Lunch,4,Solo,Frequently,60min,College_Campus,200_400,314,,Monthly_Pass,3,5,Mall_Display,Home_OTT,Once_month,7,Interested,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
AURA_0235,18_24,Female,Bengaluru,Tier1,Student,Below_25k,15000,Hindi,400,1_2,Rarely,Instagram|Pinterest|YouTube,Dining_Out|Movies_OTT|Music|Travel,Mention_After,Complete_Beginner,Want_To_Be,Unsure,Extrovert,Instant,Keep_Private,Too_Expensive,Stress_Relief,Acrylic,Yoga_Wellness,App_Sub|Fluid_Kit|Mandala_Kit,Evening|Flexible|Morning,3,Friends,Rarely,60min,Cafe_CoWork,200_400,334,0,Bundle_Pack,4,4,Word_of_Mouth,Cafe_Chill,Unlikely,6,Not_Interested,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
AURA_0236,35_44,Female,Mumbai,Tier1,Homemaker,25k_50k,37500,English,1200,3_5,Once_month,,Mall_Shopping|Movies_OTT|Music,Mention_After,Curious_Beginner,Want_To_Be,Fixed,Introvert,Both,Keep_Private,No_Guidance,Skill_Building,Digital_Art,Music_Dance,Monthly_Box,Afternoon,3,Colleagues,Occasionally,30min,Mall,700_1200,987,250,Festival_Offer,3,3,WhatsApp,Home_OTT,2_3_month,8,Interested,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
AURA_0237,18_24,Female,Bengaluru,Tier1,Salaried_IT,1L_2L,150000,Hindi,8900,3_5,Once_month,Instagram|Pinterest|YouTube,,Consult_Partner,Curious_Beginner,Want_To_Be,Fixed,Ambivert,Delayed,Keep_Private,No_Guidance,Social_Fun,Calligraphy|Fluid_Pour,Cooking_Class|Escape_Room|Music_Dance|Yoga_Wellness,Heritage_Kit|Session_Kit|Watercolour_Set,Evening|Lunch|Morning,4,Family_Kids,Occasionally,30min,Standalone_Studio,700_1200,1073,0,Bundle_Pack,3,5,,Multiplex,Once_month,4,Interested,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
AURA_0238,Under_18,Male,Kolkata,Tier1,Student,50k_1L,75000,,5100,3_5,Occasionally,None,Dining_Out|Fitness|Movies_OTT,Peer_Influenced,Complete_Beginner,Want_To_Be,Unsure,Introvert,Both,Close_Circle,Social_Anxiety,Skill_Building,Acrylic|Digital_Art|Indian_Classical|Mandala|Sketching,VR_Experience,Fluid_Kit|Gift_Bundle|Mandala_Kit|Watercolour_Set,Evening|Weekend_Only,4,Partner,Occasionally,15min,Cafe_CoWork,200_400,205,0,Bundle_Pack,3,4,Instagram,Gaming,Once_Try,8,Interested,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
AURA_0239,25_34,Male,Pune,Tier1,Creative_Pro,50k_1L,75000,English,5500,3_5,Occasionally,None|Pinterest,Art_Craft|Dining_Out|Fitness|Movies_OTT|Socialising,Mention_After,Advanced,Somewhat_Creative,Fixed,Ambivert,Delayed,Probably_Post,No_Barrier,Social_Fun,Calligraphy|Fluid_Pour|Pottery|Sketching|Watercolour,Pottery_Studio|VR_Experience,App_Sub|Fluid_Kit,Evening|Lunch,3,Colleagues,Rarely,30min,Office_Campus,400_700,856,2000,Monthly_Pass,3,4,WhatsApp,Gaming,2_3_month,7,Interested,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
AURA_0240,18_24,Male,Mumbai,Tier1,Self_Employed,25k_50k,37500,Hindi,2000,3_5,Once_month,Pinterest|Reels_Shorts,Art_Craft|Dining_Out|Fitness|Mall_Shopping|Socialising,Fully_Independent,Complete_Beginner,Want_To_Be,Growth,Extrovert,Both,Definitely_Post,Social_Anxiety,Pure_Curiosity,Resin,Yoga_Wellness,Resin_Kit|Session_Kit,Afternoon|Weekend_Only,4,Partner,Rarely,30min,Standalone_Studio,700_1200,785,0,Festival_Offer,4,4,WhatsApp,Gaming,Occasionally,5,Interested,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
AURA_0241,45_54,Female,Pune,Tier1,Homemaker,50k_1L,75000,Hindi,12400,1_2,Rarely,None|YouTube,Fitness|Socialising,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Unsure,Introvert,Instant,Keep_Private,Too_Expensive,Skill_Building,Digital_Art|Resin|Sketching|Watercolour,None,App_Sub,Afternoon|Lunch,2,Friends,Occasionally,30min,College_Campus,700_1200,1053,1500,First_Free,3,2,,Home_OTT,Occasionally,4,Interested,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
AURA_0242,45_54,Male,Delhi_NCR,Tier1,Salaried_IT,1L_2L,150000,Hindi,8200,3_5,Once_month,Pinterest,Mall_Shopping|Music,Fully_Independent,Complete_Beginner,Not_Creative,Fixed,Ambivert,Both,Close_Circle,Too_Expensive,Social_Fun,Digital_Art,Gaming_Zone,Gift_Bundle|Sketchbook,Evening|Weekend_Only,2,Partner,Rarely,30min,Office_Campus,700_1200,906,4750,Monthly_Pass,2,4,Google_Search,,Once_Try,2,Not_Interested,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
AURA_0243,45_54,Female,Pune,Tier1,Business_Owner,25k_50k,37500,Hindi,2100,6_plus,Rarely,Instagram|Pinterest|YouTube,Dining_Out|Fitness|Gaming|Socialising|Travel,Consult_Partner,Casual_Hobbyist,Somewhat_Creative,Fixed,Extrovert,Instant,Definitely_Post,Social_Anxiety,Skill_Building,Resin,Cooking_Class|Gaming_Zone|None|Yoga_Wellness,Fluid_Kit|Heritage_Kit|Session_Kit,Evening|Flexible|Morning,3,Colleagues,,60min,Mall,200_400,386,1000,Festival_Offer,3,3,Google_Search,Multiplex,Unlikely,7,Maybe,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
AURA_0244,25_34,Prefer_not,Delhi_NCR,Tier1,Self_Employed,50k_1L,75000,Hindi,3300,0,2_3_month,YouTube,,Peer_Influenced,Casual_Hobbyist,Somewhat_Creative,Growth,Extrovert,Both,Probably_Post,No_Time,Pure_Curiosity,Indian_Classical,Gaming_Zone,Mandala_Kit|Sketchbook,Flexible|Weekend_Only,4,Solo,Never,15min,Mall,400_700,782,0,First_Free,3,3,Mall_Display,Cafe_Chill,Once_month,6,Interested,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
AURA_0245,Under_18,Female,Delhi_NCR,Tier1,Student,Below_25k,15000,Hindi,900,1_2,2_3_month,Instagram|LinkedIn|YouTube,Art_Craft|Dining_Out|Mall_Shopping|Socialising,Mention_After,Curious_Beginner,Not_Creative,Growth,Introvert,Delayed,Probably_Post,No_Guidance,Pure_Curiosity,Digital_Art,Escape_Room|Pottery_Studio|VR_Experience|Yoga_Wellness,Gift_Bundle|Heritage_Kit|Mandala_Kit|Resin_Kit|Session_Kit,Afternoon|Flexible|Weekend_Only,5,Depends,Rarely,60min,,Below_200,268,250,Group_Discount,4,4,Word_of_Mouth,Cafe_Chill,Occasionally,1,Maybe,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
AURA_0246,45_54,Male,Kochi,Tier2,Business_Owner,1L_2L,150000,Bilingual,11500,6_plus,2_3_month,Instagram,Art_Craft|Movies_OTT|Socialising,Peer_Influenced,Casual_Hobbyist,Want_To_Be,Fixed,Ambivert,Instant,Probably_Post,Social_Anxiety,Stress_Relief,Fluid_Pour|Indian_Classical|Mandala|Pottery|Watercolour,Art_Workshop,Fluid_Kit|Sketchbook,Afternoon|Morning|Weekend_Only,3,Partner,Occasionally,15min,College_Campus,Above_1200,1571,3250,First_Free,3,3,Instagram,Mall_Walk,Occasionally,5,Maybe,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
AURA_0247,25_34,Male,Mumbai,Tier1,Salaried_IT,50k_1L,75000,Marathi,7300,3_5,2_3_month,Reels_Shorts|YouTube,Dining_Out|Fitness|Mall_Shopping|Socialising,Fully_Independent,Casual_Hobbyist,Want_To_Be,Fixed,Extrovert,Both,Close_Circle,No_Guidance,Pure_Curiosity,Watercolour,Art_Workshop|Escape_Room|None|VR_Experience,App_Sub|Heritage_Kit|Mandala_Kit,Flexible|Lunch,2,Friends,Rarely,60min,Office_Campus,200_400,404,1250,Bundle_Pack,3,4,Instagram,Gaming,Once_month,8,Interested,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
AURA_0248,55_plus,Female,Bengaluru,Tier1,Homemaker,25k_50k,37500,Hindi,1200,6_plus,Once_month,Instagram,Mall_Shopping|Reading|Socialising,Mention_After,Casual_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Close_Circle,Social_Anxiety,Content_Creation,Mandala|Resin,Art_Workshop|Gaming_Zone|None,Heritage_Kit|Session_Kit|Sketchbook,Afternoon|Weekend_Only,1,Partner,Occasionally,30min,Cafe_CoWork,200_400,437,750,First_Free,3,2,Instagram,Cafe_Chill,Once_month,9,Interested,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AURA_0249,55_plus,Female,Hyderabad,Tier1,Homemaker,Above_2L,300000,Hindi,16300,6_plus,Weekly,YouTube,Dining_Out|Fitness|Movies_OTT|Reading|Travel,Mention_After,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Both,Keep_Private,Too_Expensive,Pure_Curiosity,Mandala,Art_Workshop|Music_Dance|None|Yoga_Wellness,Fluid_Kit|Heritage_Kit|Mandala_Kit|Session_Kit|Watercolour_Set,Afternoon|Flexible,1,Family_Kids,Occasionally,60min,,Above_1200,1573,5750,Monthly_Pass,1,1,Instagram,Gaming,Unlikely,5,Not_Interested,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
AURA_0250,35_44,Male,Nagpur,Tier2,Salaried_IT,1L_2L,150000,Hindi,10800,0,Rarely,Instagram|YouTube,Fitness|Movies_OTT,Mention_After,Regular_Hobbyist,Not_Creative,Fixed,Ambivert,Instant,Probably_Post,Not_Interested,Professional_Growth,Acrylic|Calligraphy|Fluid_Pour|Indian_Classical|Pottery,Gaming_Zone|Music_Dance|Pottery_Studio|Yoga_Wellness,Watercolour_Set,Afternoon|Evening|Weekend_Only,3,Solo,Frequently,30min,Cafe_CoWork,400_700,951,0,Monthly_Pass,3,4,Corporate_HR,Another_Workshop,Once_Try,1,Not_Interested,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AURA_0251,18_24,Male,Delhi_NCR,Tier1,Student,Above_2L,300000,English,22800,6_plus,2_3_month,Instagram|Reels_Shorts|YouTube,Fitness|Mall_Shopping,Mention_After,Casual_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Both,Definitely_Post,No_Time,Stress_Relief,Indian_Classical|Sketching|Watercolour,Gaming_Zone,Mandala_Kit,Flexible,4,Family_Kids,Occasionally,30min,Standalone_Studio,Above_1200,1570,0,Bundle_Pack,2,4,Instagram,Gaming,Occasionally,6,Interested,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
AURA_0252,25_34,Female,Bengaluru,Tier1,Salaried_IT,Above_2L,300000,Kannada,18000,3_5,Once_month,None|Pinterest,Dining_Out|Mall_Shopping|Movies_OTT|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Close_Circle,No_Guidance,,Digital_Art|Indian_Classical|Mandala|Sketching,Music_Dance|None|Pottery_Studio|VR_Experience,Fluid_Kit|Heritage_Kit|Mandala_Kit|Session_Kit|Sketchbook,Flexible|Lunch|Weekend_Only,4,Partner,Rarely,60min,Mall,Above_1200,1560,0,Bundle_Pack,2,4,Instagram,Home_OTT,Occasionally,6,Interested,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
AURA_0253,35_44,Female,Mumbai,Tier1,Salaried_NonIT,Below_25k,15000,Marathi,1100,0,Once_month,Instagram|LinkedIn,Fitness|Movies_OTT,Mention_After,Regular_Hobbyist,Want_To_Be,Unsure,Introvert,Delayed,Definitely_Post,No_Time,Content_Creation,Acrylic|Calligraphy|Indian_Classical|Resin,Art_Workshop|Escape_Room|VR_Experience,App_Sub|Sketchbook,Afternoon|Evening|Weekend_Only,3,Family_Kids,Never,15min,Mall,200_400,596,250,Bundle_Pack,4,3,Instagram,Cafe_Chill,Once_month,7,Interested,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
AURA_0254,18_24,Female,Hyderabad,Tier1,Student,25k_50k,37500,English,1600,1_2,Occasionally,Instagram|LinkedIn,Art_Craft|Fitness|Mall_Shopping|Music|Travel,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Delayed,Probably_Post,Too_Expensive,Stress_Relief,Sketching,Gaming_Zone|None|Yoga_Wellness,Gift_Bundle|Heritage_Kit|Watercolour_Set,Flexible|Lunch,4,Family_Kids,Rarely,30min,College_Campus,200_400,514,1000,,4,4,Corporate_HR,Home_OTT,Once_month,8,Interested,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
AURA_0255,18_24,Female,Bengaluru,Tier1,Student,Below_25k,15000,Bilingual,1700,0,2_3_month,Instagram|Reels_Shorts|YouTube,Art_Craft|Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Consult_Partner,Curious_Beginner,Somewhat_Creative,Unsure,Extrovert,Instant,Keep_Private,Too_Expensive,Content_Creation,Digital_Art|Pottery|Resin,Gaming_Zone|None,Mandala_Kit|Monthly_Box|Resin_Kit,Lunch,4,Solo,Never,60min,Cafe_CoWork,Below_200,2386,0,Bundle_Pack,5,4,Instagram,Gaming,Occasionally,6,Interested,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
AURA_0256,25_34,Female,Chennai,Tier1,Salaried_NonIT,1L_2L,150000,Tamil,13400,3_5,2_3_month,Instagram|LinkedIn,Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Mention_After,Curious_Beginner,Want_To_Be,Fixed,Extrovert,Instant,Probably_Post,No_Guidance,Content_Creation,Fluid_Pour|Pottery,Art_Workshop|Gaming_Zone|None|VR_Experience,Mandala_Kit|Monthly_Box|Resin_Kit|Session_Kit,Afternoon,4,Friends,Never,60min,College_Campus,700_1200,1111,2500,Monthly_Pass,3,3,Instagram,Gaming,Once_month,6,Interested,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
AURA_0257,45_54,Male,Other_T3,Tier3,Business_Owner,50k_1L,75000,Tamil,2600,1_2,Occasionally,LinkedIn,Art_Craft|Fitness|Mall_Shopping|Movies_OTT|Reading,Mention_After,Complete_Beginner,Not_Creative,Fixed,Ambivert,Instant,Probably_Post,Not_Interested,Pure_Curiosity,Fluid_Pour|Indian_Classical|Mandala,Escape_Room|Gaming_Zone|Music_Dance,Fluid_Kit|Session_Kit|Watercolour_Set,Flexible|Weekend_Only,3,Partner,Occasionally,30min,Standalone_Studio,400_700,580,0,Festival_Offer,3,3,WhatsApp,Cafe_Chill,Once_month,5,Not_Interested,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
AURA_0258,35_44,Male,Delhi_NCR,Tier1,Business_Owner,Above_2L,300000,English,11700,3_5,2_3_month,LinkedIn|Pinterest|YouTube,Fitness|Mall_Shopping,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Both,Keep_Private,No_Time,Social_Fun,Fluid_Pour|Indian_Classical|Resin|Sketching|Watercolour,Cooking_Class|Escape_Room|Music_Dance|Yoga_Wellness,Fluid_Kit|Heritage_Kit|Monthly_Box|Session_Kit,Morning,2,Solo,Occasionally,30min,College_Campus,Above_1200,1466,0,Bundle_Pack,2,3,Word_of_Mouth,Multiplex,Once_month,7,Interested,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
AURA_0259,25_34,Male,Delhi_NCR,Tier1,Business_Owner,Above_2L,300000,English,11800,6_plus,Weekly,Instagram|YouTube,Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Fully_Independent,Curious_Beginner,Want_To_Be,Unsure,Ambivert,Instant,Definitely_Post,No_Guidance,Skill_Building,Fluid_Pour|Indian_Classical|Mandala|Resin|Watercolour,Art_Workshop|VR_Experience,App_Sub|Resin_Kit|Session_Kit,Flexible|Weekend_Only,4,Friends,Occasionally,15min,Standalone_Studio,700_1200,1112,0,Bundle_Pack,2,4,Corporate_HR,Gaming,Occasionally,5,Interested,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0
AURA_0260,18_24,Male,Delhi_NCR,Tier1,Student,50k_1L,75000,Hindi,5900,1_2,Occasionally,,Dining_Out|Fitness|Movies_OTT|Music|Socialising,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Unsure,Introvert,Both,Probably_Post,No_Guidance,Pure_Curiosity,Fluid_Pour|Pottery,Escape_Room|Gaming_Zone|None|Yoga_Wellness,Heritage_Kit,Weekend_Only,4,Solo,Frequently,Walking_5min,College_Campus,400_700,592,3500,Bundle_Pack,4,4,WhatsApp,Cafe_Chill,Weekly,7,Interested,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
AURA_0261,25_34,Female,Bengaluru,Tier1,Salaried_IT,50k_1L,75000,Hindi,2700,1_2,2_3_month,Instagram|LinkedIn|Pinterest,Dining_Out|Mall_Shopping,Mention_After,Curious_Beginner,Somewhat_Creative,Unsure,Extrovert,Instant,Probably_Post,No_Time,Social_Fun,Calligraphy|Sketching|Watercolour,Cooking_Class|Escape_Room|Music_Dance|None,App_Sub|Heritage_Kit|Mandala_Kit|Session_Kit|Watercolour_Set,Afternoon|Evening|Weekend_Only,4,Friends,Occasionally,No_Limit,Standalone_Studio,700_1200,1079,0,First_Free,3,4,Instagram,Multiplex,Occasionally,8,Interested,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
AURA_0262,55_plus,Female,Lucknow,Tier2,Other,Below_25k,15000,Telugu,800,1_2,Once_month,None|YouTube,Fitness|Movies_OTT,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Growth,Introvert,Instant,Keep_Private,Too_Expensive,Skill_Building,Digital_Art|Fluid_Pour|Indian_Classical,Escape_Room|Gaming_Zone,Heritage_Kit|Mandala_Kit|Resin_Kit|Session_Kit|Watercolour_Set,Weekend_Only,1,Partner,Occasionally,30min,Office_Campus,200_400,350,0,Bundle_Pack,5,2,Word_of_Mouth,Home_OTT,Weekly,8,Maybe,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
AURA_0263,18_24,Female,Delhi_NCR,Tier1,Student,25k_50k,37500,English,2700,3_5,Weekly,Instagram|Pinterest,Dining_Out|Mall_Shopping|Reading|Socialising,Mention_After,Curious_Beginner,Somewhat_Creative,Growth,Ambivert,Instant,Definitely_Post,No_Time,,Acrylic|Calligraphy|Indian_Classical|Mandala|Sketching,Escape_Room|Gaming_Zone|Yoga_Wellness,App_Sub|Gift_Bundle|Heritage_Kit|Sketchbook,Flexible|Lunch|Weekend_Only,4,Partner,Never,30min,Standalone_Studio,200_400,283,2250,First_Free,4,4,Mall_Display,Cafe_Chill,Occasionally,7,Interested,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1
AURA_0264,25_34,Male,Delhi_NCR,Tier1,Other,Below_25k,15000,Bilingual,900,3_5,2_3_month,Instagram|Reels_Shorts,Dining_Out|Fitness|Gaming|Movies_OTT,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Growth,Extrovert,Both,Close_Circle,No_Guidance,Content_Creation,Acrylic|Fluid_Pour|Mandala|Resin|Sketching,Cooking_Class|Gaming_Zone|None,Gift_Bundle|Heritage_Kit|Session_Kit|Sketchbook,Evening|Lunch|Weekend_Only,4,Friends,Never,60min,Cafe_CoWork,400_700,759,500,First_Free,5,3,Google_Search,Gaming,2_3_month,5,Interested,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
AURA_0265,45_54,Female,Chennai,Tier1,Homemaker,50k_1L,75000,English,5000,0,Rarely,,Art_Craft|Mall_Shopping|Movies_OTT|Socialising,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Instant,Probably_Post,Social_Anxiety,Stress_Relief,Acrylic|Mandala,Art_Workshop|None|Pottery_Studio|Yoga_Wellness,Heritage_Kit,Evening|Weekend_Only,2,Family_Kids,Occasionally,30min,Mall,700_1200,1018,1000,First_Free,4,2,Other,Home_OTT,Once_Try,7,Interested,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
AURA_0266,35_44,Female,Delhi_NCR,Tier1,Self_Employed,Below_25k,15000,Hindi,600,3_5,Weekly,Instagram|Reels_Shorts,Gaming|Mall_Shopping|Movies_OTT|Music|Reading,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Instant,Definitely_Post,No_Time,Pure_Curiosity,Acrylic|Mandala|Sketching|Watercolour,Yoga_Wellness,Gift_Bundle|Mandala_Kit,Evening,4,Solo,Rarely,30min,Standalone_Studio,400_700,701,0,First_Free,4,4,Instagram,Another_Workshop,Once_Try,9,Interested,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
AURA_0267,35_44,Female,Chennai,Tier1,Other,50k_1L,75000,English,5700,3_5,Occasionally,YouTube,Dining_Out|Fitness|Gaming|Mall_Shopping|Socialising,Fully_Independent,Complete_Beginner,Somewhat_Creative,Fixed,Extrovert,Instant,Close_Circle,Not_Interested,Pure_Curiosity,Digital_Art|Fluid_Pour|Indian_Classical|Pottery|Sketching,Cooking_Class|Escape_Room|Music_Dance|Pottery_Studio,Mandala_Kit|Resin_Kit,Afternoon|Flexible|Lunch,2,Friends,Rarely,30min,Office_Campus,200_400,319,1500,First_Free,2,2,Word_of_Mouth,Mall_Walk,Unlikely,7,Not_Interested,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
