respondent_id,age_group,gender,city,city_tier,occupation,income_bracket,income_numeric_approx,preferred_language,monthly_leisure_spend,subscription_count,online_exp_purchase_freq,social_platforms,weekend_activities,decision_autonomy,art_experience_level,creative_self_identity,creativity_mindset,social_orientation,reward_preference,social_sharing_propensity,participation_barrier,creative_motivation,art_forms_interest,experiences_tried,product_interest,preferred_visit_time,instagram_influence_score,companion_type,gifting_frequency,travel_tolerance,preferred_pod_location,session_wtp,session_wtp_numeric,monthly_art_spend,discount_preference,price_sensitivity_score,tech_comfort_score,acquisition_source,competitive_substitute,visit_frequency_intent,recommend_likelihood,aura_interest_label,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_0232,25_34,Male,Hyderabad,Tier1,Creative_Pro,50k_1L,75000,Telugu,3300,6_plus,Weekly,Pinterest,Dining_Out|Movies_OTT,Consult_Partner,Regular_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Definitely_Post,Too_Expensive,Professional_Growth,Digital_Art,VR_Experience,App_Sub|Heritage_Kit|Mandala_Kit|Session_Kit,Evening|Morning,4,Family_Kids,Rarely,30min,Standalone_Studio,200_400,483,1250,Bundle_Pack,3,3,WhatsApp,Multiplex,Once_month,4,Interested,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Not_Motivated,Social_Content,Yes_Strongly,199_349,274,Below_299,199,Planned,Meditative,45_min,3,8,AI_Coaching,No,Kids mode is a must for my family visits,Maybe,Try_Free_Trial
AURA_0234,25_34,Female,Surat,Tier2,Salaried_IT,1L_2L,150000,English,22904,6_plus,Occasionally,Instagram|Pinterest|YouTube,Art_Craft|Music,Mention_After,Curious_Beginner,Want_To_Be,Unsure,Extrovert,Both,Probably_Post,No_Barrier,Social_Fun,Acrylic|Fluid_Pour|Pottery,Music_Dance,Fluid_Kit|Gift_Bundle|Mandala_Kit,Lunch,4,Solo,Frequently,60min,College_Campus,200_400,314,,Monthly_Pass,3,5,Mall_Display,Home_OTT,Once_month,7,Interested,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,LinkedIn_Only,Social_Content,Yes_Somewhat,Above_499,599,299_499,399,Planned,Guided_Stepwise,45_min,5,7,AI_Coaching,Probably,Clean and hygienic environment is non-negotiable,Maybe,Pay_Per_Session
AURA_0237,18_24,Female,Bengaluru,Tier1,Salaried_IT,1L_2L,150000,Hindi,8900,3_5,Once_month,Instagram|Pinterest|YouTube,,Consult_Partner,Curious_Beginner,Want_To_Be,Fixed,Ambivert,Delayed,Keep_Private,No_Guidance,Social_Fun,Calligraphy|Fluid_Pour,Cooking_Class|Escape_Room|Music_Dance|Yoga_Wellness,Heritage_Kit|Session_Kit|Watercolour_Set,Evening|Lunch|Morning,4,Family_Kids,Occasionally,30min,Standalone_Studio,700_1200,1073,0,Bundle_Pack,3,5,,Multiplex,Once_month,4,Interested,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,LinkedIn_Only,Intrinsic_Skill,Neutral,Above_499,599,799_1199,999,Impulse,Guided_Freestyle,90_min,4,9,Skill_Progress,Maybe,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
AURA_0238,Under_18,Male,Kolkata,Tier1,Student,50k_1L,75000,,5100,3_5,Occasionally,None,Dining_Out|Fitness|Movies_OTT,Peer_Influenced,Complete_Beginner,Want_To_Be,Unsure,Introvert,Both,Close_Circle,Social_Anxiety,Skill_Building,Acrylic|Digital_Art|Indian_Classical|Mandala|Sketching,VR_Experience,Fluid_Kit|Gift_Bundle|Mandala_Kit|Watercolour_Set,Evening|Weekend_Only,4,Partner,Occasionally,15min,Cafe_CoWork,200_400,205,0,Bundle_Pack,3,4,Instagram,Gaming,Once_Try,8,Interested,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Moderate,Wellness,Yes_Somewhat,199_349,274,799_1199,999,Planned,Guided_Stepwise,90_min,4,9,AI_Coaching,Maybe,Would love a monthly challenge or competition,Maybe,Try_Free_Trial
AURA_0239,25_34,Male,Pune,Tier1,Creative_Pro,50k_1L,75000,English,5500,3_5,Occasionally,None|Pinterest,Art_Craft|Dining_Out|Fitness|Movies_OTT|Socialising,Mention_After,Advanced,Somewhat_Creative,Fixed,Ambivert,Delayed,Probably_Post,No_Barrier,Social_Fun,Calligraphy|Fluid_Pour|Pottery|Sketching|Watercolour,Pottery_Studio|VR_Experience,App_Sub|Fluid_Kit,Evening|Lunch,3,Colleagues,Rarely,30min,Office_Campus,400_700,856,2000,Monthly_Pass,3,4,WhatsApp,Gaming,2_3_month,7,Interested,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,Strong_Yes,Social_Content,Yes_Strongly,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,45_min,5,10,Supply_Quality,Probably,Good quality brushes and paints — not cheap materials,Maybe,Pay_Per_Session
AURA_0240,18_24,Male,Mumbai,Tier1,Self_Employed,25k_50k,37500,Hindi,2000,3_5,Once_month,Pinterest|Reels_Shorts,Art_Craft|Dining_Out|Fitness|Mall_Shopping|Socialising,Fully_Independent,Complete_Beginner,Want_To_Be,Growth,Extrovert,Both,Definitely_Post,Social_Anxiety,Pure_Curiosity,Resin,Yoga_Wellness,Resin_Kit|Session_Kit,Afternoon|Weekend_Only,4,Partner,Rarely,30min,Standalone_Studio,700_1200,785,0,Festival_Offer,4,4,WhatsApp,Gaming,Occasionally,5,Interested,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,Not_Motivated,Intrinsic_Skill,Yes_Strongly,199_349,274,Below_299,199,Planned,Guided_Stepwise,60_min,5,7,Community_Gallery,Definitely,Corporate team building package must have good group pricing,Definitely,Try_Free_Trial
AURA_0244,25_34,Prefer_not,Delhi_NCR,Tier1,Self_Employed,50k_1L,75000,Hindi,3300,0,2_3_month,YouTube,,Peer_Influenced,Casual_Hobbyist,Somewhat_Creative,Growth,Extrovert,Both,Probably_Post,No_Time,Pure_Curiosity,Indian_Classical,Gaming_Zone,Mandala_Kit|Sketchbook,Flexible|Weekend_Only,4,Solo,Never,15min,Mall,400_700,782,0,First_Free,3,3,Mall_Display,Cafe_Chill,Once_month,6,Interested,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,LinkedIn_Only,Wellness,Yes_Strongly,Above_499,599,799_1199,999,Social_Proof,Guided_Stepwise,45_min,3,8,AI_Coaching,No,Need to support Hindi language tutorials,Maybe,Subscribe_Immediately
AURA_0246,45_54,Male,Kochi,Tier2,Business_Owner,1L_2L,150000,Bilingual,11500,6_plus,2_3_month,Instagram,Art_Craft|Movies_OTT|Socialising,Peer_Influenced,Casual_Hobbyist,Want_To_Be,Fixed,Ambivert,Instant,Probably_Post,Social_Anxiety,Stress_Relief,Fluid_Pour|Indian_Classical|Mandala|Pottery|Watercolour,Art_Workshop,Fluid_Kit|Sketchbook,Afternoon|Morning|Weekend_Only,3,Partner,Occasionally,15min,College_Campus,Above_1200,1571,3250,First_Free,3,3,Instagram,Mall_Walk,Occasionally,5,Maybe,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Moderate,Intrinsic_Skill,Yes_Strongly,199_349,274,Below_299,199,Planned,Guided_Stepwise,20_min,4,7,Pod_Aesthetics,,Clean and hygienic environment is non-negotiable,Probably,Subscribe_Immediately
AURA_0247,25_34,Male,Mumbai,Tier1,Salaried_IT,50k_1L,75000,Marathi,7300,3_5,2_3_month,Reels_Shorts|YouTube,Dining_Out|Fitness|Mall_Shopping|Socialising,Fully_Independent,Casual_Hobbyist,Want_To_Be,Fixed,Extrovert,Both,Close_Circle,No_Guidance,Pure_Curiosity,Watercolour,Art_Workshop|Escape_Room|None|VR_Experience,App_Sub|Heritage_Kit|Mandala_Kit,Flexible|Lunch,2,Friends,Rarely,60min,Office_Campus,200_400,404,1250,Bundle_Pack,3,4,Instagram,Gaming,Once_month,8,Interested,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,Strong_Yes,Wellness,Neutral,199_349,274,499_799,649,Planned,Guided_Freestyle,20_min,5,10,Supply_Quality,No,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_0248,55_plus,Female,Bengaluru,Tier1,Homemaker,25k_50k,37500,Hindi,1200,6_plus,Once_month,Instagram,Mall_Shopping|Reading|Socialising,Mention_After,Casual_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Close_Circle,Social_Anxiety,Content_Creation,Mandala|Resin,Art_Workshop|Gaming_Zone|None,Heritage_Kit|Session_Kit|Sketchbook,Afternoon|Weekend_Only,1,Partner,Occasionally,30min,Cafe_CoWork,200_400,437,750,First_Free,3,2,Instagram,Cafe_Chill,Once_month,9,Interested,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Not_Motivated,Quality_Time,,349_499,424,299_499,399,Social_Proof,Challenge_Mode,45_min,2,9,Pod_Aesthetics,Definitely,Need to support Hindi language tutorials,Definitely,Pay_Per_Session
AURA_0252,25_34,Female,Bengaluru,Tier1,Salaried_IT,Above_2L,300000,Kannada,18000,3_5,Once_month,None|Pinterest,Dining_Out|Mall_Shopping|Movies_OTT|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Close_Circle,No_Guidance,,Digital_Art|Indian_Classical|Mandala|Sketching,Music_Dance|None|Pottery_Studio|VR_Experience,Fluid_Kit|Heritage_Kit|Mandala_Kit|Session_Kit|Sketchbook,Flexible|Lunch|Weekend_Only,4,Partner,Rarely,60min,Mall,Above_1200,1560,0,Bundle_Pack,2,4,Instagram,Home_OTT,Occasionally,6,Interested,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,Strong_Yes,Intrinsic_Skill,Neutral,No_Subscription,0,299_499,399,Offer_Driven,Challenge_Mode,45_min,4,8,Supply_Quality,,Kids mode is a must for my family visits,No,Not_Interested_Sub
AURA_0253,35_44,Female,Mumbai,Tier1,Salaried_NonIT,Below_25k,15000,Marathi,1100,0,Once_month,Instagram|LinkedIn,Fitness|Movies_OTT,Mention_After,Regular_Hobbyist,Want_To_Be,Unsure,Introvert,Delayed,Definitely_Post,No_Time,Content_Creation,Acrylic|Calligraphy|Indian_Classical|Resin,Art_Workshop|Escape_Room|VR_Experience,App_Sub|Sketchbook,Afternoon|Evening|Weekend_Only,3,Family_Kids,Never,15min,Mall,200_400,596,250,Bundle_Pack,4,3,Instagram,Cafe_Chill,Once_month,7,Interested,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Moderate,Wellness,Yes_Somewhat,99_199,149,499_799,649,Planned,Meditative,60_min,3,8,Supply_Quality,Maybe,Need to support Hindi language tutorials,Maybe,Pay_Per_Session
AURA_0254,18_24,Female,Hyderabad,Tier1,Student,25k_50k,37500,English,1600,1_2,Occasionally,Instagram|LinkedIn,Art_Craft|Fitness|Mall_Shopping|Music|Travel,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Delayed,Probably_Post,Too_Expensive,Stress_Relief,Sketching,Gaming_Zone|None|Yoga_Wellness,Gift_Bundle|Heritage_Kit|Watercolour_Set,Flexible|Lunch,4,Family_Kids,Rarely,30min,College_Campus,200_400,514,1000,,4,4,Corporate_HR,Home_OTT,Once_month,8,Interested,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,Strong_Yes,Wellness,Neutral,199_349,274,499_799,649,Social_Proof,Challenge_Mode,60_min,4,9,Indian_Art_Content,No,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_0255,18_24,Female,Bengaluru,Tier1,Student,Below_25k,15000,Bilingual,1700,0,2_3_month,Instagram|Reels_Shorts|YouTube,Art_Craft|Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Consult_Partner,Curious_Beginner,Somewhat_Creative,Unsure,Extrovert,Instant,Keep_Private,Too_Expensive,Content_Creation,Digital_Art|Pottery|Resin,Gaming_Zone|None,Mandala_Kit|Monthly_Box|Resin_Kit,Lunch,4,Solo,Never,60min,Cafe_CoWork,Below_200,2386,0,Bundle_Pack,5,4,Instagram,Gaming,Occasionally,6,Interested,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,LinkedIn_Only,Wellness,No,Below_99,60,Below_299,199,Social_Proof,Challenge_Mode,60_min,4,7,Indian_Art_Content,,The AI coaching should feel like a real teacher,Maybe,Pay_Per_Session
AURA_0256,25_34,Female,Chennai,Tier1,Salaried_NonIT,1L_2L,150000,Tamil,13400,3_5,2_3_month,Instagram|LinkedIn,Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Mention_After,Curious_Beginner,Want_To_Be,Fixed,Extrovert,Instant,Probably_Post,No_Guidance,Content_Creation,Fluid_Pour|Pottery,Art_Workshop|Gaming_Zone|None|VR_Experience,Mandala_Kit|Monthly_Box|Resin_Kit|Session_Kit,Afternoon,4,Friends,Never,60min,College_Campus,700_1200,1111,2500,Monthly_Pass,3,3,Instagram,Gaming,Once_month,6,Interested,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,Strong_Yes,Social_Content,Yes_Somewhat,349_499,424,299_499,399,Impulse,Guided_Stepwise,60_min,3,9,,,Price must be under 500 for me to try it first,Probably,Subscribe_Immediately
AURA_0258,35_44,Male,Delhi_NCR,Tier1,Business_Owner,Above_2L,300000,English,11700,3_5,2_3_month,LinkedIn|Pinterest|YouTube,Fitness|Mall_Shopping,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Both,Keep_Private,No_Time,Social_Fun,Fluid_Pour|Indian_Classical|Resin|Sketching|Watercolour,Cooking_Class|Escape_Room|Music_Dance|Yoga_Wellness,Fluid_Kit|Heritage_Kit|Monthly_Box|Session_Kit,Morning,2,Solo,Occasionally,30min,College_Campus,Above_1200,1466,0,Bundle_Pack,2,3,Word_of_Mouth,Multiplex,Once_month,7,Interested,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Strong_Yes,Intrinsic_Skill,No,Above_499,599,,649,Social_Proof,Guided_Stepwise,60_min,4,10,Indian_Art_Content,No,Good quality brushes and paints — not cheap materials,Probably,Subscribe_Immediately
AURA_0259,25_34,Male,Delhi_NCR,Tier1,Business_Owner,Above_2L,300000,English,11800,6_plus,Weekly,Instagram|YouTube,Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Fully_Independent,Curious_Beginner,Want_To_Be,Unsure,Ambivert,Instant,Definitely_Post,No_Guidance,Skill_Building,Fluid_Pour|Indian_Classical|Mandala|Resin|Watercolour,Art_Workshop|VR_Experience,App_Sub|Resin_Kit|Session_Kit,Flexible|Weekend_Only,4,Friends,Occasionally,15min,Standalone_Studio,700_1200,1112,0,Bundle_Pack,2,4,Corporate_HR,Gaming,Occasionally,5,Interested,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,Moderate,Intrinsic_Skill,Neutral,349_499,424,Below_299,199,Planned,Guided_Freestyle,20_min,4,9,Supply_Quality,Maybe,"I want to learn Madhubani properly, not just doodle",Definitely,Pay_Per_Session
AURA_0260,18_24,Male,Delhi_NCR,Tier1,Student,50k_1L,75000,Hindi,5900,1_2,Occasionally,,Dining_Out|Fitness|Movies_OTT|Music|Socialising,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Unsure,Introvert,Both,Probably_Post,No_Guidance,Pure_Curiosity,Fluid_Pour|Pottery,Escape_Room|Gaming_Zone|None|Yoga_Wellness,Heritage_Kit,Weekend_Only,4,Solo,Frequently,Walking_5min,College_Campus,400_700,592,3500,Bundle_Pack,4,4,WhatsApp,Cafe_Chill,Weekly,7,Interested,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Moderate,Wellness,Neutral,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,90_min,3,10,Supply_Quality,Maybe,Corporate team building package must have good group pricing,Probably,Subscribe_Immediately
AURA_0263,18_24,Female,Delhi_NCR,Tier1,Student,25k_50k,37500,English,2700,3_5,Weekly,Instagram|Pinterest,Dining_Out|Mall_Shopping|Reading|Socialising,Mention_After,Curious_Beginner,Somewhat_Creative,Growth,Ambivert,Instant,Definitely_Post,No_Time,,Acrylic|Calligraphy|Indian_Classical|Mandala|Sketching,Escape_Room|Gaming_Zone|Yoga_Wellness,App_Sub|Gift_Bundle|Heritage_Kit|Sketchbook,Flexible|Lunch|Weekend_Only,4,Partner,Never,30min,Standalone_Studio,200_400,283,2250,First_Free,4,4,Mall_Display,Cafe_Chill,Occasionally,7,Interested,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,Moderate,Intrinsic_Skill,Yes_Strongly,199_349,274,Below_299,199,Offer_Driven,Challenge_Mode,90_min,5,7,AI_Coaching,Maybe,Integration with Instagram for direct sharing would be amazing,Definitely,Pay_Per_Session
AURA_0264,25_34,Male,Delhi_NCR,Tier1,Other,Below_25k,15000,Bilingual,900,3_5,2_3_month,Instagram|Reels_Shorts,Dining_Out|Fitness|Gaming|Movies_OTT,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Growth,Extrovert,Both,Close_Circle,No_Guidance,Content_Creation,Acrylic|Fluid_Pour|Mandala|Resin|Sketching,Cooking_Class|Gaming_Zone|None,Gift_Bundle|Heritage_Kit|Session_Kit|Sketchbook,Evening|Lunch|Weekend_Only,4,Friends,Never,60min,Cafe_CoWork,400_700,759,500,First_Free,5,3,Google_Search,Gaming,2_3_month,5,Interested,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,LinkedIn_Only,Social_Content,Neutral,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,90_min,2,8,AI_Coaching,Probably,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_0265,45_54,Female,Chennai,Tier1,Homemaker,50k_1L,75000,English,5000,0,Rarely,,Art_Craft|Mall_Shopping|Movies_OTT|Socialising,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Instant,Probably_Post,Social_Anxiety,Stress_Relief,Acrylic|Mandala,Art_Workshop|None|Pottery_Studio|Yoga_Wellness,Heritage_Kit,Evening|Weekend_Only,2,Family_Kids,Occasionally,30min,Mall,700_1200,1018,1000,First_Free,4,2,Other,Home_OTT,Once_Try,7,Interested,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,Moderate,Status_Signal,Yes_Somewhat,99_199,149,Below_299,199,Planned,Guided_Freestyle,45_min,2,9,Skill_Progress,Maybe,"The pod should feel like a premium spa, not a DIY store",Probably,Not_Interested_Sub
AURA_0266,35_44,Female,Delhi_NCR,Tier1,Self_Employed,Below_25k,15000,Hindi,600,3_5,Weekly,Instagram|Reels_Shorts,Gaming|Mall_Shopping|Movies_OTT|Music|Reading,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Instant,Definitely_Post,No_Time,Pure_Curiosity,Acrylic|Mandala|Sketching|Watercolour,Yoga_Wellness,Gift_Bundle|Mandala_Kit,Evening,4,Solo,Rarely,30min,Standalone_Studio,400_700,701,0,First_Free,4,4,Instagram,Another_Workshop,Once_Try,9,Interested,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,Strong_Yes,Quality_Time,Yes_Somewhat,Below_99,60,499_799,649,Social_Proof,Guided_Freestyle,20_min,3,9,Supply_Quality,No,Location in Phoenix Mall Wakad would be perfect,Maybe,Pay_Per_Session
AURA_0268,35_44,Female,Bengaluru,Tier1,Salaried_IT,50k_1L,75000,English,3500,3_5,Occasionally,Instagram|LinkedIn|Reels_Shorts,Dining_Out|Gaming,Fully_Independent,Casual_Hobbyist,Am_Creative,Growth,Ambivert,Delayed,Definitely_Post,No_Barrier,,Indian_Classical|Mandala|Sketching|Watercolour,Cooking_Class|Music_Dance|Yoga_Wellness,Gift_Bundle|Mandala_Kit|Resin_Kit|Session_Kit,Evening|Lunch,4,Family_Kids,Rarely,60min,Standalone_Studio,200_400,540,2250,Festival_Offer,3,4,Word_of_Mouth,Cafe_Chill,2_3_month,9,Interested,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,Strong_Yes,Intrinsic_Skill,No,99_199,149,499_799,649,Planned,Guided_Stepwise,90_min,4,9,Supply_Quality,Definitely,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_0269,25_34,Male,Ahmedabad,Tier1,Salaried_IT,1L_2L,150000,English,7900,1_2,2_3_month,Instagram|LinkedIn|YouTube,Art_Craft|Dining_Out|Gaming,Fully_Independent,Advanced,Somewhat_Creative,Unsure,Introvert,Both,Definitely_Post,No_Barrier,Stress_Relief,Calligraphy|Mandala|Pottery,Art_Workshop|Escape_Room|Gaming_Zone|Pottery_Studio,Watercolour_Set,Evening,4,Friends,Rarely,60min,Standalone_Studio,Above_1200,1909,7750,Group_Discount,3,4,Other,Mall_Walk,Once_Try,6,Interested,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Not_Motivated,Wellness,Yes_Strongly,349_499,424,499_799,649,Social_Proof,Meditative,90_min,3,9,Indian_Art_Content,Definitely,Kids mode is a must for my family visits,Probably,Subscribe_Immediately
AURA_0270,18_24,Male,Chandigarh,Tier2,Salaried_IT,1L_2L,150000,English,9900,3_5,Rarely,Instagram|Pinterest,Gaming|Music|Reading|Socialising,Fully_Independent,Casual_Hobbyist,Want_To_Be,Growth,Extrovert,Both,Definitely_Post,No_Time,Social_Fun,Calligraphy,Cooking_Class|Escape_Room|Gaming_Zone|None,App_Sub|Mandala_Kit|Session_Kit,Evening,5,Colleagues,Frequently,15min,Standalone_Studio,200_400,394,0,First_Free,2,4,Google_Search,Mall_Walk,Occasionally,6,Interested,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,Not_Motivated,Quality_Time,Yes_Strongly,99_199,149,499_799,649,Planned,Meditative,60_min,4,8,Indian_Art_Content,Definitely,"The pod should feel like a premium spa, not a DIY store",Probably,Try_Free_Trial
AURA_0272,35_44,Male,Indore,Tier2,Homemaker,Below_25k,15000,English,900,0,2_3_month,YouTube,Dining_Out|Gaming|Movies_OTT|Reading,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Instant,Keep_Private,No_Time,Social_Fun,Acrylic|Fluid_Pour|Indian_Classical|Sketching,Cooking_Class|Music_Dance|None,Session_Kit,Afternoon|Evening,2,Family_Kids,Never,30min,Mall,Below_200,80,500,Monthly_Pass,4,2,Instagram,Multiplex,Once_month,6,Maybe,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Moderate,Intrinsic_Skill,Yes_Somewhat,99_199,149,499_799,649,Planned,Guided_Stepwise,90_min,3,7,Supply_Quality,Definitely,Would love a monthly challenge or competition,Maybe,Pay_Per_Session
AURA_0273,45_54,Male,Bengaluru,Tier1,Salaried_IT,25k_50k,37500,Bilingual,1700,3_5,Weekly,LinkedIn,Art_Craft|Dining_Out|Fitness|Movies_OTT,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Both,Probably_Post,No_Time,,Sketching,Escape_Room|Yoga_Wellness,App_Sub|Mandala_Kit|Sketchbook,Afternoon|Flexible|Lunch,3,Friends,Frequently,Walking_5min,Office_Campus,400_700,1013,500,First_Free,4,4,Instagram,Multiplex,Occasionally,6,Interested,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,Strong_Yes,Quality_Time,Yes_Strongly,99_199,149,499_799,649,Planned,Guided_Freestyle,90_min,5,9,AI_Coaching,No,Price must be under 500 for me to try it first,No,Not_Interested_Sub
AURA_0274,45_54,Female,Delhi_NCR,Tier1,Business_Owner,Above_2L,300000,Hindi,16000,6_plus,2_3_month,None|Pinterest,Movies_OTT|Music|Travel,Fully_Independent,Curious_Beginner,Want_To_Be,Unsure,Ambivert,Instant,Probably_Post,No_Time,Professional_Growth,Acrylic|Fluid_Pour,Yoga_Wellness,Gift_Bundle|Resin_Kit|Sketchbook|Watercolour_Set,Evening,3,Partner,Rarely,30min,,Above_1200,1463,0,First_Free,1,3,Other,Home_OTT,Occasionally,8,Maybe,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,Not_Motivated,Wellness,Yes_Somewhat,99_199,149,499_799,649,Impulse,Guided_Stepwise,90_min,4,7,Pod_Aesthetics,Maybe,Clean and hygienic environment is non-negotiable,Maybe,Try_Free_Trial
